Title,Author,Abstract,Keywords,Publication title,Country of publication,Publication year,Source type,Language of publication,DOI Link,Database
Yabancılara Türkçe Öğretiminde Rus Araştırmacı Yu. Şçeka’Nın Intensivniy Kurs Turetskogo Yazika Adlı Kitabındaki Dil Bilgisi Öğretimi,"Starostina, Alena","Konuşma dili, insanlar arasındaki iletişimin kurulmasında tarihsel yapı ile beraber kültürel birikimlerin aktarılmasını sağlamaktadır. Gelecek nesillere bir kurallar bütününün aktarılması böylelikle mümkün hale gelmektedir. Aynı dili konuşan kişilerden ziyade farklı dili konuşan kişiler arasında da kültürel ve bilgi aktarımı bulunmaktadır. Ülkelerin kendi aralarında kurdukları etkileşim ve iletişim arttıkça yeni bir dil öğrenmeye ilişkin ihtiyaç da ortaya çıkmaktadır. Giderek küreselleşen dünyamızda yaygın olarak yabancı bir dilin konuşulması, ülkeler içerisindeki teknoloji, turizm ve sanayi gibi faaliyetlerin gerçekleşmesini etkilemektedir. Bu nedenle, ülkelerin sürekli olarak başka bir yabancı dili öğrenme ihtiyacı oluşmuş ve böylece yabancı dili öğrenmeye ilişkin farklı ders kitapları yayınlanmıştır. Bu araştırmada, Rusya’da Rus araştırmacılarının hazırladığı eserler üzerine araştırma yapılmış ve bu eserler arasında dil bilgisi odaklı eserler incelenmiştir. Söz konusu olan bu eserler içerisinde en kapsamlı olan Şçeka’nın “Интенсивный курс турецкого языка” (Yoğun Türkçe Kursu) adlı eseri örneklem olarak alınıp bu ders kitabındaki dil bilgisi konuları öğretim yöntem ve yaklaşımları, konuları, konuların sıralanması, niteliği, ADP’ye uygunluğu, ölçütleri, alıştırmalar açısından irdelenmiştir. Alternate abstract: Spoken language enables the establishment of communication between people and the transfer of cultural accumulations along with historical structures. Thus, it becomes possible to transmit a set of rules to future generations. Cultural and knowledge transfer can occur not only among people who speak the same language but also among those who speak different languages. As interaction and communication between countries increase, there arises a need to learn a new language. The widespread use of a foreign language in our increasingly globalized world affects activities such as technology, tourism, and industry within countries. Therefore, countries have a constant need to learn another foreign language, and various textbooks for learning foreign languages have been published as a result. This study examines research on works prepared by Russian researchers in Russia and focuses on grammar-focused works. Among these works, the most comprehensive is the course book of Sheka, “Интенсивный курс турецкого языка” (Intensive Course in Turkish Language), which is taken as a sample. The grammar topics in this textbook, teaching methods and approaches, the sequence and quality of the topics, their conformity to ELP (European Language Portfolio) standards, and exercises are analyzed.",Empty,Empty,Empty,2023,Dissertation or Thesis,Turkish,Empty,"ProQuest Dissertations & Theses Global A & I: The Humanities and Social Sciences Collection,ProQuest Dissertations & Theses Global"
Data-Driven And Production-Oriented Tendering Design Using Artificial Intelligence,"Cusumano, Linda","Construction projects are facing an increase in requirements since the projects are getting larger, more technology is integrated into the buildings, and new sustainability and CO 2 equivalent emissions requirements are introduced. As a result, requirement management quickly gets overwhelming, and instead of having systematic requirement management, the construction industry tends to trust craftsmanship. One method for a more systematic requirement management approach successful in other industries is the systems engineering approach, focusing on requirement decomposition and linking proper verifications and validations. This research project explores if a systems engineering approach, supported by natural language processing techniques, can enable more systematic requirement management in construction projects and facilitate knowledge transfer from completed projects to new tendering projects. The first part of the project explores how project requirements can be extracted, digitised, and analysed in an automated way and how this can benefit the tendering specialists. The study is conducted by first developing a work support tool targeting tendering specialists and then evaluating the challenges and benefits of such a tool through a workshop and surveys. The second part of the project explores inspection data generated in production software as a requirement and quality verification method. First, a dataset containing over 95000 production issues is examined to understand the data quality level of standardisation. Second, a survey addressing production specialists evaluates the current benefits of digital inspection reporting. Third, future benefits of using inspection data for knowledge transfers are explored by applying the Knowledge Discovery in Databases method and clustering techniques. The results show that applying natural language processing techniques can be a helpful tool for analysing construction project requirements, facilitating the identification of essential requirements, and enabling benchmarking between projects. The results from the clustering process suggested in this thesis show that inspection data can be used as a knowledge base for future projects and quality improvement within a project-based organisation. However, higher data quality and standardisation would benefit the knowledge-generation process. This research project provides insights into how artificial intelligence can facilitate knowledge transfer, enable data-informed design choices in tendering projects, and automate the requirements analysis in construction projects as a possible step towards more systematic requirements management.",Construction projects; Knowledge transfers; Production software; Benchmarking; Systematic requirements management,Empty,Empty,2023,Dissertation or Thesis,English,Empty,"ProQuest Dissertations & Theses Global,ProQuest Dissertations & Theses Global: The Sciences and Engineering Collection"
Growing The Future Of Agriculture: An Examination Of Knowledge-Sharing And Community Building In The Fresh Produce And Floral Council,"Guzman, Oscar","This study examines knowledge-sharing practices within a community of practice (CoP) through a case study of the Fresh Produce and Floral Council (FPFC). The study sought to investigate how the FPFC promoted agricultural knowledge and expertise, impacted its members' social relationships and knowledge-sharing practices, communicated clear roles and expectations, and provided valuable and accessible resources. A mixed-methods approach was employed to investigate the research questions, which involved conducting a survey and utilizing descriptive statistics, frequencies, and Spearman correlations to analyze both the Likert scale and open-ended responses. The findings suggested that the FPFC has a knowledge-sharing culture promoting active participation and collaboration among members, with room for improvement in knowledge-sharing practices. Additionally, FPFC positively impacts members' social relationships and prioritizes knowledge-sharing, with a need for further education and promotion of these benefits. Also, clear communication of roles and expectations is essential in any CoP. There may be a need to further clarify the community's goals and purpose to ensure member engagement and alignment. Finally, members perceived FPFC's resources as valuable and relevant, but there is a need for improvement in their accessibility and availability. Overall, the study provided valuable insights for developing new methods of knowledge-sharing and onboarding within the agriculture industry to address the aging crisis and ensure the industry's future. Thus, it was essential to explore the value of knowledge-sharing practices and technology for communication within the community to contribute to developing virtual CoPs enabling knowledge transfer and relationship building for agriculture professionals.",Apprenticeships; Communities of practice; Knowledge management; Knowledge-sharing practices; Virtual communities of practice,Empty,Empty,2023,Dissertation or Thesis,English,Empty,"ProQuest One Sustainability,Publicly Available Content Database,SciTech Premium Collection,ProQuest Dissertations & Theses Global A & I: The Humanities and Social Sciences Collection,ProQuest Dissertations & Theses Global,ProQuest Dissertations & Theses Global: The Sciences and Engineering Collection"
Advancement Of An Inhouse Aerospace Vehicle Design Synthesis System Through The Introduction Of A Novel Database-Knowledgebase System And By Improving The Geometry And Aerothermodynamic Disciplinary Processes,"Atchison, Samuel","Throughout the years of aerospace vehicle design, the process in which a vehicle is designed has drastically improved from being primarily developed through trial and error, to using sophisticated synthesis systems. While the trial-and-error process had its uses with providing the fundamental knowledge of how aircraft behave and can be designed, the increase in knowledge and technology allowed the possibility of more vehicle configurations to be explored without the need to build each one. This increase should have led to a revolution of vehicle designs, and while there have been some novel ones, it seems that the general design of aerospace vehicles has begun to stagnate. In short, as our knowledge of aerospace vehicle design has increased, the design freedom for new vehicles has decreased. One possible reason for this contradictory situation is that as the knowledge of a specific vehicle configuration grew, it reduced the need or the want to explore beyond it. Keeping the same configuration, or at least close to it, reduces the risk involved with its design, but other vehicle configurations that may potentially prove to be more beneficial are left unexplored. Another possible reason is that the full knowledge from each vehicle design is not completely passed down from generation to generation. While the knowledge of design has generally increased over the years, this issue with knowledge retention keeps designers from reaching their full potential by having to redesign past vehicles and configurations. These issues are especially prevalent for high-speed aerospace vehicles. The Aerospace Vehicle Design (AVD) Laboratory has been tackling these issues for many years, and their solution was the Aerospace Vehicle Design Synthesis (AVDS) system. This synthesis system provides a generic design methodology to open up the solution space topographies and allow more unconventional vehicle configurations to be explored. Each generation of AVD researchers has improved upon this system to increase its capabilities, and the research presented herein introduces the author’s contribution. First, to further help the knowledge retention issue, the Vehicle Configuration Compendium (VCC) is introduced. This compendium is a self-contained parametric library that combines a comprehensive database and knowledgebase of past-to-present aerospace vehicles to aid design engineers by making the past always available. The power of this system was shown within a NASA-funded study regarding hypersonic commercial transportation, with two of the vehicle verification studies out of seven provided herein. Lastly, to improve the capabilities of AVDS to increase the solution space topographies, improvements of the geometry and aerothermodynamic disciplinary processes were accomplished. For the geometry disciplinary process, a parametric 3D modeling software was used in conjunction with AVDS to generate models that could be used for method and synthesis verification, synthetic data, and to use more complex scaling methods to explore more possibilities within a solution space. For the aerothermodynamics disciplinary process, a method was developed to calculate the structural index parameter, a parameter that can be used during conceptual design to represent the structural and aerothermal effects that the vehicle may experience. This method was verified against historic data from when it was originally developed, and new maps were generated to visualize how the parameter is affected by temperature, cruise time, and TPS material. These improvements to AVDS with the VCC and the disciplinary methods, will assist future researchers in their quest of aerospace vehicle design.",Aerospace vehicle design; Conceptual design; High-speed aerospace vehicles; Database; Knowledgebase; Aerothermodynamics; Supersonic; NASP; Concorde; Sanger; Saenger; OpenVSP; Complex scaling methods; Synthesis System; Verification,Empty,Empty,2023,Dissertation or Thesis,English,Empty,"ProQuest Dissertations & Theses Global,ProQuest Dissertations & Theses Global: The Sciences and Engineering Collection"
"A Change Of Fashion: Re-Thinking Age, Experience, And Creative Labor In The Multigenerational, 21St Century, New York City Fashion Industry Workplace","McInnis, Anne","Technological advancements, the prevalence of digital media, and shifting age demographics in the U.S. workforce dominate most of the economic, environmental, and social aspects of our work lives. This is particularly evident in Manhattan, New York City, New York (NY), the heart of the U.S. fashion, apparel, and textile industry. Up until the 21 st century, the once-self-contained industry relied on foundational operational practices that had remained unchanged for over 200 years. However, since the late 1970s domestic operations such as cut-and-sew, product development, and manufacturing were gradually chipped away by the lure of lower labor and production costs in the Global South. Digital and automated technologies designed to increase productivity led to a significant contraction of the industry’s often older and skilled workforce. Together with trade policies, these situational factors brought about the dismantling of U.S. factories and the gradual demise or reduction of fully staffed NY design, product development, and marketing corporate headquarters. After the 9/11 attacks on the World Trade Center in 2001, the NY Garment Center suffered its greatest decrease in employment, leading to additional economic and labor losses. The 21st-century U.S. workplace presents a unique historical situation in which as many as five generations may work side by side. Due to increasing life expectancies and people delaying retirement for social or financial reasons, a multigenerational workplace is becoming increasingly normal. As digital natives, most younger workers are equipped with the latest technology skills, but they lack soft skills and tacit knowledge that can only be acquired over time and through experience. To maintain creative practices and facilitate knowledge transfer between generational cohorts, this dissertation suggests that the fashion industry embraces the concept of an inclusive, age-diverse workforce. My work challenges the industry’s problem with ageism and its extreme focus on youthfulness. In the three studies that follow I examine the potential of creative collaboration across age and experience levels between multiple generations who work in the visual- and youth-focused NY fashion and textiles industry. I argue that intergenerational teams and mentoring across all ages will ensure that foundational practices continue for the next and subsequent generations.",Ageism; Creative labor; Fashion industry; Mentoring; Multigenerational workplace; Textile industry,Empty,Empty,2023,Dissertation or Thesis,English,Empty,"ProQuest Dissertations & Theses Global A & I: The Humanities and So cial Sciences Collection,ProQuest Dissertations & Theses Global,ProQuest Dissertations & Theses Global: The Sciences and Engineering Collection"
Multiple Stakeholder Approach To Inter-Generation Knowledge Continuity,"Zaid-Dominik, Orna11 University of Haifa (Israel), Israel","Despite the understanding that loss of knowledge resulting from demographic changes in the workforce, in particular, the massive retirement of baby-boomers, constitutes a high potential risk in advanced economies, research on knowledge continuity (KC) is scant. In particular, empirical research of the antecedents that determine inter-generation KC behavior (KCB) is limited mainly to qualitative studies emphasizing the departing employees' perceptions. The study presented in this dissertation addressed this gap in the literature by adopting a broader perspective to investigate the antecedents of effective inter-generation KC behavior among knowledge workers, incorporating personal and organizational factors before their retirement and the effectiveness of KC behavior after their retirement. Furthermore, we offer a first-of-its-kind multiple-stakeholder approach to the investigation of inter-generation KC, considering the perceptions of various stakeholders that may affect and be affected by knowledge continuity.The study comprised three phases. First, we identified dyads of soon-to-retire employees and their successors in a large technology-intensive firm. In the second and third phases, to test the study hypotheses, we used a longitudinal design to collect data at two time points, before and after the workers' retirement (six months after retirement). Data were collected from 87 dyads and their relevant supervisors and colleagues.The findings suggest that the interaction between soon-to retire employees and their successors embedded in trust relations is positively related to KC behavior, but does not indirectly influence KC effectiveness (KCE) as mediated by KC behavior. Moreover, the workers' perceptions of task interdependence do not moderate these relationships. In addition, transformational leadership does not affect KC behavior directly and does not indirectly influence KC effectiveness. However, the effects of successors and supervisors' perceptions of task interdependence were found to moderate these relationships. Transformational leadership is positively associated with KC behavior, but only among successors who perceive low task interdependence. Furthermore, KC behavior is positively associated with KC effectiveness only among supervisors who perceive high task interdependence. Finally, a moderated-mediation effect of transformational leadership style and task interdependence on KC effectiveness via KC behavior is found. The analysis results demonstrate differences in stakeholders' perceptions. We identified that the supervisors' demonstrated a ""blind spot,"" which, given their role in enabling KC, may have crucial implications in terms of their willingness to act and invest in KC processes.In summary, considering the growing senior population that will be ageing and exiting the workforce in the coming years, the current study sheds light on the influence of different characteristics and needs among different generations and their implications for KC behavior and KC effectiveness. We discuss the important role of managers' behaviors and stakeholders' perceptions in KC among knowledge workers and how human resources practices can help facilitate inter-generation KC and harness its effectiveness. (PsycInfo Database Record (c) 2023 APA, all rights reserved)",stakeholders; inter-generation knowledge continuity; massive retirement; baby boomers,Dissertation Abstracts International: Section B: The Sciences and Engineering,US,2023,Empty,English,Empty,APA PsycInfo®
Mutational Signatures Of Genotoxic Cancer Therapies,"Kocakavuk, Emre","Cancer is a leading cause of death globally, and the incidence is expected to increase to 28.4 million cases by 2040. Precision oncology seeks to address this challenge through the identification and application of biomarkers to personalize treatment in a genomics-based, biomarker-driven approach. In this thesis, I aimed to comprehensively analyze the genomic impact of cancer chemotherapy and radiotherapy, both of which are genotoxic and expected to leave a mutational footprint in the cancer genome. By integration with comprehensive clinical data, I assessed the prognostic and predictive value of the signatures identified. My thesis has a strong focus on diffuse gliomas, the most common and aggressive type of brain tumors in adults, which have a poor prognosis despite intensive multimodal treatment. Standard therapy for diffuse gliomas includes surgery, radiotherapy, and chemotherapy. I started by examining the genomic impact of the alkylating agent temozolomide in gliomas, and subsequently analyzed the genomic effects of radiotherapy in a pancancer setting. Following the genomic analyses, I investigated the longitudinal nongenetic changes in gliomas associated with TMZ-associated hypermutation and RTassociated deletion signatures. To potentially overcome translational barriers in cancer, I propose the use of spontaneous canine gliomas as a potential model for preclinical and translational science to facilitate the knowledge transfer into clinical practice. I conclude by discussing these findings, focusing on the potential to integrate them into a precision oncology framework and identify novel therapeutic avenues. The use of next-generation sequencing technology and comprehensive molecular characterization have facilitated diagnostic advances in the field of gliomas, including the use of molecular markers and the updated WHO Classification of Tumors of the Central Nervous System. These advances have yet to be translated into successful treatment strategies. My analyses provide valuable insights into the mechanisms of treatment resistance and open future opportunities for biomarker-guided treatment strategies as part of a precision oncology approach. Alternate abstract: Krebs ist weltweit eine der häufigsten Todesursachen. Es wird erwartet, dass bis 2040 die Inzidenz auf 28,4 Millionen ansteigen wird. Die „Präzisionsonkologie“ versucht, die hiermit verbundenen Herausforderung durch die Identifizierung und Anwendung von Biomarkern zur Personalisierung der Behandlung in einem Genom-basierten, Biomarker-gesteuerten Ansatz zu bewältigen. In dieser Arbeit habe die genomischen Auswirkungen von Chemo- und Strahlentherapie umfassend analysiert. Bei diesen genotoxischen Therapien ist es zu erwarten, dass sie Mutationen im Krebsgenom hinterlassen. Durch die Integration mit klinischen Daten habe ich den prognostischen und prädiktiven Wert der identifizierten Signaturen erfasst. Der Schwerpunkt meiner Arbeit lag auf diffusen Gliomen, der häufigsten und aggressivsten Form von Hirntumoren bei Erwachsenen, die trotz intensiver multimodaler Behandlung eine schlechte Prognose haben. Die Standardtherapie für diffuse Gliome umfasst eine Operation, Strahlentherapie und Chemotherapie. Zunächst habe ich die genomischen Auswirkungen der alkylierenden Substanz Temozolomid bei Gliomen untersucht und anschließend analysierte ich die genomischen Auswirkungen der Strahlentherapie in einem Krebsentitäts-übergreifenden Datensatz. Im Anschluss an die genomischen Analysen untersuchte ich die longitudinalen nicht-genetischen Veränderungen in Gliomen, die mit zuvor identifizierten genomischen Biomarkern einhergehen. Um translationale Barrieren in der Krebsforschung zu überwinden, schlage ich die potentielle Verwendung von spontanen Hundegliomen als Modell für die präklinische und translationale Wissenschaft vor, um den Wissenstransfer in die klinische Praxis zu erleichtern. Abschließend erörtere ich diese Ergebnisse und setze dabei einen besonderen Fokus auf das Potenzial, sie in einen präzisionsonkologischen Ansatz zu integrieren und neue therapeutische Wege zu erörtern. Der Einsatz der NGSTechnologie und eine umfassende molekulare Charakterisierung haben diagnostische Fortschritte auf dem Gebiet der Gliome ermöglicht, einschließlich der Verwendung molekularer Marker und der aktualisierten WHO-Klassifikation von ZNS-Tumoren. Diese Fortschritte sind bisher noch nicht in erfolgreiche Behandlungsstrategien umgesetzt worden. Meine Analysen liefern wertvolle Einblicke in die molekularen Mechanismen der Therapieresistenz und eröffnen künftige Möglichkeiten für Biomarker-gesteuerte Behandlungsstrategien als Teil eines präzisionsonkologischen Ansatzes.",Empty,Empty,Empty,2022,Dissertation or Thesis,English,Empty,"ProQuest One Applied & Life Sciences,SciTech Premium Collection,ProQuest Dissertations & Theses Global,ProQuest Dissertations & Theses Global: The Sciences and Engineering Collection"
Older Adults In Virtual Communities: Understanding The Antecedents Of Knowledge Contribution And Knowledge Seeking Through The Lens Of Socioemotional Selectivity And Social Cognitive Theories,"Zhou, Junjie1; Kishore, Rajiv2; Zuo, Meiyun3; Liao, Ruochen4; Tang, Xiao51 School of Business, Research Institute for Guangdong-Taiwan Business Cooperation, Shantou University, Shantou, China2 Lee Business School, University of Nevada, Las Vegas, NV, US3 School of Information, Renmin University of China, Beijing, China zuomy@ruc.edu.cn4 College of Business, University of Texas at Arlington, Arlington, TX, US5 Johnson College of Business and Economics, University of South Carolina Upstate, Spartanburg, SC, US","Purpose: As older adults are increasingly active in virtual communities (VCs), these platforms for knowledge exchange present opportunities for companies to use elder human capital. The purpose of this study is to understand the antecedent factors that motivate older adults’ knowledge contribution and knowledge seeking (KS) behaviors in VCs. Design/methodology/approach: Rooted in socio-emotional selectivity and social cognitive theories, this study included five key variables and developed models for older adults’ knowledge contributing (KC)/KS behaviors. This paper tested the hypotheses using data from a sample of 204 older adults in 3 VCs in China. Findings: The results provide support for most of the hypotheses and show that while other members’ participation (MP) acts as a substitute for meaning in life and attitude toward aging, it acts as a complement for outcome expectations (OE) focused on others and OE focused on oneself in their impacts on KC/KS activities. Practical implications: The study provides practical insights for developing elder human resources via VCs to avoid knowledge loss. Originality/value: This study described older adults’ unique characteristics when modeling their information and communication technologies-related behaviors and built two models to explain their KC/KS behaviors. It confirmed that the same factor has different levels of impact on older adults’ KC/KS behaviors in VCs. In addition, it confirmed and reinforced the complementary and substitutive effects of other MP as an environmental factor on these behaviors. (PsycInfo Database Record (c) 2023 APA, all rights reserved) (Source: journal abstract)",Older adults; Knowledge contribution; Knowledge seeking; Virtual community,Journal of Knowledge Management,United Kingdom,2022,Empty,English,https://doi.org/10.1108/JKM-02-2021-0087,APA PsycInfo®
Global Governance Of Energy Systems Transition In A Geopolitical Context - Looking At The Emerging Dynamics Of Oil And Coal Beyond The High-Income Countries,"Madhavi, Madhu","Despite efforts to decarbonise energy systems gathering momentum in response to intensified calls demanding tangible action and a departure towards cleaner and net-zero energy pathways, oil and coal dominate the global energy systems and are predicted to remain prominent in the foreseeable future in all energy scenarios, threatening the transition to net-zero pathways. Even as the consumption of fossil fuels, particularly coal-fired power declines in the West, India’s continued use of coal, under the current trends, is likely to be one of the dominant contributors towards the global increase in CO 2 emissions in 2040. Oil will also continue to remain strategically important to the global energy systems in the near-term scenario and will continue to influence energy markets and global geopolitics. These realities, together, present grave prospects for the world’s environment. Global energy governance processes have a key role to play but a fundamentally different approach will be needed to lead energy systems decarbonisation. Recognizing the importance for holistic insights for successful and effective governance in the context of net-zero transition and the emerging geopolitics of oil and coal, a mixed-methods approach is adopted in this thesis to analyse the potential of global energy governance arrangements for leading the net-zero transition. The use of both quantitative and qualitative methods enables to capture diverse perspectives to explore the key relationships and feedbacks critical for future energy system transition. Document analysis helps to explore the relevant theories, concepts, and trends. This thesis is informed empirically by system-dynamics models exploring scenarios emerging from continued oil price volatility and expansion of coal-fired generation within the context of energy systems transition. The oil model tests the scenarios resulting from supply-side shocks linked to energy security and demand disruptions as a possible consequence of growing pressures of decarbonisation. Damped oscillation in oil prices occur resulting from ongoing readjustments in systems, occurring even long after initial shocks have passed. Without strategic intervention through effective governance arrangements, the world may remain locked-into using oil in the foreseeable future. Global governance institutions can use the low-price window, to help oil producers to diversify their economies and initiate structural reform to gradually steer the world away from oil. Results from India coal SD-model show that even as India succeeds in meeting its Paris commitment of reducing the emission intensity of its GDP by 30-35% below 2005 levels by 2030, the CO 2 emissions will continue to rise and can only be stabilised with the use of advanced clean coal technology enabled with capture. The insights from India-coal SD model tested by performing a techno-economic feasibility analysis using both document analysis and Monte Carlo Simulation using @RISK software, reveal that notwithstanding their technological suitability, advanced clean coal technologies enabled with CCS will significantly increase the cost of electricity and struggle in India, as in other emerging economies, without adequate financial support, knowledge transfer and international cooperation. Analysed against the challenges revealed by the scenarios examined by the oil and coal model, this thesis observes that the existing institutional framework lacks the mandate to effectively deal with the complexity of challenges facing energy systems transition towards secure, sustainable and affordable energy pathways. This thesis argues that despite some recent claims that a new era for energy governance is underway, its institutional landscape and capacity has remained largely unchanged over the past few decades and, in its current form, is rendered ineffective, in addressing the emerging challenges of decarbonisation. A multi-actor, multi-regime complex of actors with proper mandate and remit may be effective. The research recommends that closer coordination and cooperation between processes and frameworks engaged in governance of energy systems will be needed to address contemporary energy challenges.",Empty,Empty,Empty,2022,Dissertation or Thesis,English,Empty,"ProQuest One Sustainability,ProQuest One Applied & Life Sciences,SciTech Premium Collection,ProQuest Dissertations & Theses Global A & I: The Humanities and Social Sciences Collection,ProQuest Dissertations & Theses Global,ProQuest Dissertations & Theses Global: The Sciences and Engineering Collection,ProQuest One Social Sciences"
Retention Of Institutional Memory Amidst The Generational Shift In Higher Education,"Newman, Michelle L.11 Walden University, Management, US","Retirement of baby boomers results in institutional knowledge loss and gaps in business continuity. The specific management problem is that managers in American higher education institutions have challenges maintaining business continuity as they lose institutional knowledge when baby boomers retire and millennials assume those positions. The purpose of this qualitative case study was to explore how organizational managers in online universities are transferring tacit knowledge from the retiring baby boomers to their millennial replacements to maintain business continuity. The conceptual framework of this study was based on Bridges's model on transition to capture the effects of the generational changes occurring in the workforce. The overarching research questions focused on how managers in an online higher education institution manage knowledge to transfer to new managers and support business continuity for their institution. Data were collected through interviews and documents from 20 baby boomers, Gen Xers, and millennial managers employed with the institution for at least three years. Yin's five steps for qualitative data analysis and thematic coding were used to identify three key findings. One finding suggested that knowledge management should be a strategic priority, supported by institutional technology systems, procedures, and policies. Another finding identified the importance of succession planning and knowledge sharing to support business continuity through change and transition. This research study could lead to positive social change by aiding universities to prepare for future workforce changes by developing strategies to retain tacit knowledge, which will support business continuity efforts and allow them to support the communities they serve. (PsycInfo Database Record (c) 2022 APA, all rights reserved)",Business continuity; Higher education; Institutional knowledge; Knowledge management; Knowledge retention; Learning management,Dissertation Abstracts International Section A: Humanities and Social Sciences,US,2022,Empty,English,Empty,APA PsycInfo®
